매물ID,제조사,모델,등급명,세부트림,차량명,현재가격_만원,신차기준가_만원,조회수,찜수,차량번호,VIN,연식_원문,연식,주행거리_원문,주행거리_km,연료,색상,지역,변속기,배기량_cc,차급,좌석수,등록번호,해시태그,실촬영문구,딜러명,상사명,판매자유형,판매중대수,판매완료대수,판매자지역,종사원증번호,진단센터명,진단센터전화,진단센터주소,압류건수,저당건수,엔카진단여부값,엔카믿고값,광고한줄문구,보험이력공개여부,성능점검유형,성능점검설명,신차가격표링크,requestUrl,pageAccessToken,옵션_기본코드개수,옵션_선택코드개수,옵션_튜닝코드개수,옵션_기타개수,옵션_기본코드,옵션_선택코드,옵션_튜닝코드,옵션_기타값,주요옵션_선루프,주요옵션_헤드램프 (HID),주요옵션_주차감지센서,주요옵션_후방카메라,주요옵션_자동에어컨,주요옵션_스마트키,주요옵션_내비게이션,주요옵션_열선시트,주요옵션_통풍시트,주요옵션_가죽시트,newcar_note,newcar_direct_price_만원,newcar_grade_base_price_만원,newcar_option_price_만원,newcar_raw_preview,newprice_link_price_만원,newprice_link_raw_preview,최종신차가_만원
40477859,현대,YF 쏘나타,LPI 프리미어(장애인용),,YF 쏘나타 LPI 프리미어(장애인용),429,,119,1,23오4283,KMHEC41MBAA017021,09/10식 (10년형) 연형정보,2010,"98,824km",98824,LPG(일반인 구입),은색,경기,오토,1998,중형차,5,40477859,,"무사고 / 타이어 앞,뒤 교체완 / 하체잡소리 없음 / 옵션굿",조태원,주식회사 디엘모터스,매매,31,97,경기 부천시 신상로 25,,엔카진단센터 부천 상동점,032-328-2281,경기 부천시 신상로 25,0,0,0,-1,"무사고 / 타이어 앞,뒤 교체완 / 하체잡소리 없음 / 옵션굿",보험이력 6건,일반 / 엔카직영,,https://m.encar.com/newprice/newprice.do?WT.hit=cardetail_newprice#!%7B%22type%22%3A%22car%22%2C%22action%22%3A%22(And.Hidden.N._.(C.CarType.Y._.(C.Manufacturer.%ED%98%84%EB%8C%80._.(C.ModelGroup.%EC%8F%98%EB%82%98%ED%83%80._.Model.YF%20%EC%8F%98%EB%82%98%ED%83%80.))))%22%2C%22ex_action%22%3A%22(And.Hidden.N._.(C.CarType.Y._.Manufacturer.%ED%98%84%EB%8C%80.))%22%2C%22clshdcd%22%3A%22029%22%2C%22clsdtcd%22%3Anull%2C%22year%22%3A%222010%22%2C%22toggle%22%3A%7B%22modelGroup%22%3A1%7D%2C%22trns%22%3A%22A%2FT%22%2C%22layer%22%3A%22result%22%2C%22sort%22%3A%22MobileModifiedDate%22%7D,"/v1/readside/vehicle/40477859?include=ADVERTISEMENT,CATEGORY,CONDITION,CONTACT,MANAGE,OPTIONS,PHOTOS,SPEC,PARTNERSHIP,CENTER,VIEW",AgV4P3ktBiPadLlC42+1JXA28SyvnA98P1d4niylQ9TyYfoAcQACAAdFbmNhckNrAAdFbmNhckN2ABVhd3MtY3J5cHRvLXB1YmxpYy1rZXkAREFua3lBSXpJYnp0NlFuNHRWaUJuWXN5SUh2RjJDRmdWQU5naFl0REFCNGxwVFBuN2wyOHFpbkV1ZFJVSWcrWmZGZz09AAEAB2F3cy1rbXMAUGFybjphd3M6a21zOmFwLW5vcnRoZWFzdC0yOjI3MjM2MjQ4NzY1MzprZXkvbXJrLWRmZWEyNmY3NTVhMzQ3MjliNjkwMjRkZWZmM2M1MWFjALgBAgEAeAuqQuSJvQ+Ra4FSj55FZzS0sk+00amsb3yoAFiEYn4PAbJQ0bLekkzcm1wW8cNmTm0AAAB+MHwGCSqGSIb3DQEHBqBvMG0CAQAwaAYJKoZIhvcNAQcBMB4GCWCGSAFlAwQBLjARBAwhIi5CJGD4e4N1+yECARCAO5zHcP6hfL8Wa8W/dMJYWudCWxde4YWeCWJ1xmjOGeJe8CEezHs9l1ka6wEbd5ZSNUSbXQV2qoEzoPkqAgAAEAANTYd1e+xzoXPrCO6r2ex7mVUft/iLO3Frj0ckyc5guobAcVc9cEh2PKkZi/usfF7/////AAAAAQAAAAAAAAAAAAAAAQAAAJ7BYDV/cojatvt4qlufKnM8EwB4nOnHjb55o9t/6x/5GMmen9tZBgwJStFPczampMJ6vaiMqWqaOzTZOd6E6HFCJf04TnYsSlXCjVE9kfzmK+veUmhYQqqTPXYdbppsdG39bIVu5FYzPAunlU964p5h/aHOhQk8XYiSGa2vDl63bguuz+y2+bq1kURjnRTqbu4Pk6l2a19liyLjdbG5T03ElZ5FU+PylaZJ4u0zfVgAZzBlAjBJ1cbN04PkhafPytPuQRQp7Nduha/axzMae4FslgB7AlnLIiHTQhAr/fTK3Kd9Bv0CMQCiM1NMBqYh1oAnDjX0/y6kB5Gc7aPxrSfiokTALO9/Ct6APAUF5NIvV2RDFTWV54I=,26,0,0,3,"001,003,004,005,006,007,008,014,015,017,021,022,023,024,026,027,030,031,032,057,058,071,072,074,096,097",,,DMB 1 | 270 | 000원,0,0,1,1,1,1,1,1,0,1,,,,,신차대비 : 내차팔기·내차사기 Encar 신차대비 이전 페이지 정보가 없습니다,,엔카 - 대한민국 No.1 중고차 플랫폼 본문 바로가기 확장메뉴 로그인 하면 더욱 편리합니다 회원가입 님 안녕하세요 마이페이지 로그아웃 엔카앱 다운로드 찜한차량 최근 본 차량 검색 내역 차량검색 내차사기 내차팔기 내차사기 엔카믿고 내차 구매 처음부터 끝까지 '엔카믿고' 엔카진단 엔카종합보증 헛걸음보상 내차팔기 비교견적 판매 실시간 최고가 견적 받기 직거래 간편등록 원하는 가격에 직접 팔기 딜러 셀프등록 딜러회원 전용 진단등록 예약 딜러회원 전용 금융 · 보험 엔카시세 엔카금융 미디어 엔카미디어 이차어때 전기차 이야기 공지사항 이벤트 회사소개 클린엔카 엔카지점 엔카직영성능점검장 닫기 로딩중입니다.,
