idx,매물ID,상세링크,error
388,41310489,https://fem.encar.com/cars/detail/41310489?advClickPosition=mweb_mhightlight_g138_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
389,41308170,https://fem.encar.com/cars/detail/41308170?advClickPosition=mweb_mhightlight_g139_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
390,41305200,https://fem.encar.com/cars/detail/41305200?advClickPosition=mweb_mhightlight_g140_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
391,41303899,https://fem.encar.com/cars/detail/41303899?advClickPosition=mweb_mhightlight_g141_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
392,41303625,https://fem.encar.com/cars/detail/41303625?advClickPosition=mweb_mhightlight_g142_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
393,41204008,https://fem.encar.com/cars/detail/41204008?advClickPosition=mweb_mhightlight_g143_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
394,41187377,https://fem.encar.com/cars/detail/41187377?advClickPosition=mweb_mhightlight_g144_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
395,41187056,https://fem.encar.com/cars/detail/41187056?advClickPosition=mweb_mhightlight_g145_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
396,41471449,https://fem.encar.com/cars/detail/41471449?advClickPosition=mweb_mhightlight_g146_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
397,41456029,https://fem.encar.com/cars/detail/41456029?advClickPosition=mweb_mhightlight_g147_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
398,41410543,https://fem.encar.com/cars/detail/41410543?advClickPosition=mweb_mhightlight_g148_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
399,41079344,https://fem.encar.com/cars/detail/41079344?advClickPosition=mweb_mhightlight_g149_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
400,41152371,https://fem.encar.com/cars/detail/41152371?advClickPosition=mweb_mhightlight_g150_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
401,41143587,https://fem.encar.com/cars/detail/41143587?advClickPosition=mweb_mhightlight_g151_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
402,41153243,https://fem.encar.com/cars/detail/41153243?advClickPosition=mweb_mhightlight_g152_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
403,41082027,https://fem.encar.com/cars/detail/41082027?advClickPosition=mweb_mhightlight_g153_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
404,41097437,https://fem.encar.com/cars/detail/41097437?advClickPosition=mweb_mhightlight_g154_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
405,41351225,https://fem.encar.com/cars/detail/41351225?advClickPosition=mweb_mhightlight_g155_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
406,41304339,https://fem.encar.com/cars/detail/41304339?advClickPosition=mweb_mhightlight_g156_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
407,41471452,https://fem.encar.com/cars/detail/41471452?advClickPosition=mweb_mhightlight_g157_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
408,41457465,https://fem.encar.com/cars/detail/41457465?advClickPosition=mweb_mhightlight_g158_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
409,41447500,https://fem.encar.com/cars/detail/41447500?advClickPosition=mweb_mhightlight_g159_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
410,41432136,https://fem.encar.com/cars/detail/41432136?advClickPosition=mweb_mhightlight_g160_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
411,41409774,https://fem.encar.com/cars/detail/41409774?advClickPosition=mweb_mhightlight_g161_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
412,41161539,https://fem.encar.com/cars/detail/41161539?advClickPosition=mweb_mhightlight_g162_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
413,41160685,https://fem.encar.com/cars/detail/41160685?advClickPosition=mweb_mhightlight_g163_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
414,41159166,https://fem.encar.com/cars/detail/41159166?advClickPosition=mweb_mhightlight_g164_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
415,41554266,https://fem.encar.com/cars/detail/41554266?advClickPosition=mweb_mhightlight_g165_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
416,41543689,https://fem.encar.com/cars/detail/41543689?advClickPosition=mweb_mhightlight_g166_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
417,41546693,https://fem.encar.com/cars/detail/41546693?advClickPosition=mweb_mhightlight_g167_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
418,41537071,https://fem.encar.com/cars/detail/41537071?advClickPosition=mweb_mhightlight_g168_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
419,41530854,https://fem.encar.com/cars/detail/41530854?advClickPosition=mweb_mhightlight_g169_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
420,41520323,https://fem.encar.com/cars/detail/41520323?advClickPosition=mweb_mhightlight_g170_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
421,41487823,https://fem.encar.com/cars/detail/41487823?advClickPosition=mweb_mhightlight_g171_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
422,41614616,https://fem.encar.com/cars/detail/41614616?advClickPosition=mweb_mhightlight_g172_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
423,41606940,https://fem.encar.com/cars/detail/41606940?advClickPosition=mweb_mhightlight_g173_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
424,41569660,https://fem.encar.com/cars/detail/41569660?advClickPosition=mweb_mhightlight_g174_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
425,41550812,https://fem.encar.com/cars/detail/41550812?advClickPosition=mweb_mhightlight_g175_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
426,41518810,https://fem.encar.com/cars/detail/41518810?advClickPosition=mweb_mhightlight_g176_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
427,41625038,https://fem.encar.com/cars/detail/41625038?advClickPosition=mweb_mhightlight_g177_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
428,41437763,https://fem.encar.com/cars/detail/41437763?advClickPosition=mweb_mhightlight_g178_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
429,41408420,https://fem.encar.com/cars/detail/41408420?advClickPosition=mweb_mhightlight_g179_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
430,41360416,https://fem.encar.com/cars/detail/41360416?advClickPosition=mweb_mhightlight_g180_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
431,41408912,https://fem.encar.com/cars/detail/41408912?advClickPosition=mweb_mhightlight_g181_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
432,41331399,https://fem.encar.com/cars/detail/41331399?advClickPosition=mweb_mhightlight_g182_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
433,41362602,https://fem.encar.com/cars/detail/41362602?advClickPosition=mweb_mhightlight_g183_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
434,41343951,https://fem.encar.com/cars/detail/41343951?advClickPosition=mweb_mhightlight_g184_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
435,41308829,https://fem.encar.com/cars/detail/41308829?advClickPosition=mweb_mhightlight_g185_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
436,41308008,https://fem.encar.com/cars/detail/41308008?advClickPosition=mweb_mhightlight_g186_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
437,41327055,https://fem.encar.com/cars/detail/41327055?advClickPosition=mweb_mhightlight_g187_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
438,41513522,https://fem.encar.com/cars/detail/41513522?advClickPosition=mweb_mhightlight_g188_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
439,41506372,https://fem.encar.com/cars/detail/41506372?advClickPosition=mweb_mhightlight_g189_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
440,41488729,https://fem.encar.com/cars/detail/41488729?advClickPosition=mweb_mhightlight_g190_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
441,41510435,https://fem.encar.com/cars/detail/41510435?advClickPosition=mweb_mhightlight_g191_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
442,41459116,https://fem.encar.com/cars/detail/41459116?advClickPosition=mweb_mhightlight_g192_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
443,41450892,https://fem.encar.com/cars/detail/41450892?advClickPosition=mweb_mhightlight_g193_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
444,41570919,https://fem.encar.com/cars/detail/41570919?advClickPosition=mweb_mhightlight_g194_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
445,41551716,https://fem.encar.com/cars/detail/41551716?advClickPosition=mweb_mhightlight_g195_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
446,41557968,https://fem.encar.com/cars/detail/41557968?advClickPosition=mweb_mhightlight_g196_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
447,41545058,https://fem.encar.com/cars/detail/41545058?advClickPosition=mweb_mhightlight_g197_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
448,41550706,https://fem.encar.com/cars/detail/41550706?advClickPosition=mweb_mhightlight_g198_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
449,41547095,https://fem.encar.com/cars/detail/41547095?advClickPosition=mweb_mhightlight_g199_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
450,41546508,https://fem.encar.com/cars/detail/41546508?advClickPosition=mweb_mhightlight_g200_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
451,41610873,https://fem.encar.com/cars/detail/41610873?advClickPosition=mweb_mhightlight_g1_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
452,41606853,https://fem.encar.com/cars/detail/41606853?advClickPosition=mweb_mhightlight_g2_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
453,41593363,https://fem.encar.com/cars/detail/41593363?advClickPosition=mweb_mhightlight_g3_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
454,41579548,https://fem.encar.com/cars/detail/41579548?advClickPosition=mweb_mhightlight_g4_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
455,41625854,https://fem.encar.com/cars/detail/41625854?advClickPosition=mweb_mhightlight_g5_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
456,41624943,https://fem.encar.com/cars/detail/41624943?advClickPosition=mweb_mhightlight_g6_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
457,41626411,https://fem.encar.com/cars/detail/41626411?advClickPosition=mweb_mhightlight_g7_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
458,41631263,https://fem.encar.com/cars/detail/41631263?advClickPosition=mweb_mhightlight_g8_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
459,41624656,https://fem.encar.com/cars/detail/41624656?advClickPosition=mweb_mhightlight_g9_t49382&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
460,41612099,https://fem.encar.com/cars/detail/41612099?advClickPosition=mweb_mhightlight_g10_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
461,41594461,https://fem.encar.com/cars/detail/41594461?advClickPosition=mweb_mhightlight_g11_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
462,41594349,https://fem.encar.com/cars/detail/41594349?advClickPosition=mweb_mhightlight_g12_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
463,41576284,https://fem.encar.com/cars/detail/41576284?advClickPosition=mweb_mhightlight_g13_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
476,41289441,https://fem.encar.com/cars/detail/41289441?advClickPosition=mweb_mhightlight_g26_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
477,41310228,https://fem.encar.com/cars/detail/41310228?advClickPosition=mweb_mhightlight_g27_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
478,41531856,https://fem.encar.com/cars/detail/41531856?advClickPosition=mweb_mhightlight_g28_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
479,41640238,https://fem.encar.com/cars/detail/41640238?advClickPosition=mweb_mhightlight_g29_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
480,41619513,https://fem.encar.com/cars/detail/41619513?advClickPosition=mweb_mhightlight_g30_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
481,40950722,https://fem.encar.com/cars/detail/40950722?advClickPosition=mweb_mhightlight_g31_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
482,41529290,https://fem.encar.com/cars/detail/41529290?advClickPosition=mweb_mhightlight_g32_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
483,41306191,https://fem.encar.com/cars/detail/41306191?advClickPosition=mweb_mhightlight_g33_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
485,41313692,https://fem.encar.com/cars/detail/41313692?advClickPosition=mweb_mhightlight_g35_t49382&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
565,41372064,https://fem.encar.com/cars/detail/41372064?advClickPosition=mweb_mhightlight_g115_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
566,41352094,https://fem.encar.com/cars/detail/41352094?advClickPosition=mweb_mhightlight_g116_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
569,41323109,https://fem.encar.com/cars/detail/41323109?advClickPosition=mweb_mhightlight_g119_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
570,41322925,https://fem.encar.com/cars/detail/41322925?advClickPosition=mweb_mhightlight_g120_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
572,41315365,https://fem.encar.com/cars/detail/41315365?advClickPosition=mweb_mhightlight_g122_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
573,41423781,https://fem.encar.com/cars/detail/41423781?advClickPosition=mweb_mhightlight_g123_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
575,41393720,https://fem.encar.com/cars/detail/41393720?advClickPosition=mweb_mhightlight_g125_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
576,41385008,https://fem.encar.com/cars/detail/41385008?advClickPosition=mweb_mhightlight_g126_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
577,41324490,https://fem.encar.com/cars/detail/41324490?advClickPosition=mweb_mhightlight_g127_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
578,41317588,https://fem.encar.com/cars/detail/41317588?advClickPosition=mweb_mhightlight_g128_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
579,41316050,https://fem.encar.com/cars/detail/41316050?advClickPosition=mweb_mhightlight_g129_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
580,41659733,https://fem.encar.com/cars/detail/41659733?advClickPosition=mweb_mhightlight_g130_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
581,41590066,https://fem.encar.com/cars/detail/41590066?advClickPosition=mweb_mhightlight_g131_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
582,41578884,https://fem.encar.com/cars/detail/41578884?advClickPosition=mweb_mhightlight_g132_t49382&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
778,41651865,https://fem.encar.com/cars/detail/41651865?advClickPosition=mweb_mhightlight_g128_t49383&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
779,41642689,https://fem.encar.com/cars/detail/41642689?advClickPosition=mweb_mhightlight_g129_t49383&listAdvType=mhighlight&type=detail&view_type=hs_ad,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
780,41148831,https://fem.encar.com/cars/detail/41148831?advClickPosition=mweb_mhightlight_g130_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
781,41131470,https://fem.encar.com/cars/detail/41131470?advClickPosition=mweb_mhightlight_g131_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
782,41123374,https://fem.encar.com/cars/detail/41123374?advClickPosition=mweb_mhightlight_g132_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
783,41115785,https://fem.encar.com/cars/detail/41115785?advClickPosition=mweb_mhightlight_g133_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
784,41113727,https://fem.encar.com/cars/detail/41113727?advClickPosition=mweb_mhightlight_g134_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
785,41108430,https://fem.encar.com/cars/detail/41108430?advClickPosition=mweb_mhightlight_g135_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
786,41294655,https://fem.encar.com/cars/detail/41294655?advClickPosition=mweb_mhightlight_g136_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
787,41275713,https://fem.encar.com/cars/detail/41275713?advClickPosition=mweb_mhightlight_g137_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
788,41294695,https://fem.encar.com/cars/detail/41294695?advClickPosition=mweb_mhightlight_g138_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
789,41207010,https://fem.encar.com/cars/detail/41207010?advClickPosition=mweb_mhightlight_g139_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
790,41015691,https://fem.encar.com/cars/detail/41015691?advClickPosition=mweb_mhightlight_g140_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
791,41004874,https://fem.encar.com/cars/detail/41004874?advClickPosition=mweb_mhightlight_g141_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
792,40987622,https://fem.encar.com/cars/detail/40987622?advClickPosition=mweb_mhightlight_g142_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
793,40829956,https://fem.encar.com/cars/detail/40829956?advClickPosition=mweb_mhightlight_g143_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
794,40966127,https://fem.encar.com/cars/detail/40966127?advClickPosition=mweb_mhightlight_g144_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
795,40951046,https://fem.encar.com/cars/detail/40951046?advClickPosition=mweb_mhightlight_g145_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
796,40950348,https://fem.encar.com/cars/detail/40950348?advClickPosition=mweb_mhightlight_g146_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
797,41087935,https://fem.encar.com/cars/detail/41087935?advClickPosition=mweb_mhightlight_g147_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
798,41095052,https://fem.encar.com/cars/detail/41095052?advClickPosition=mweb_mhightlight_g148_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
799,41079747,https://fem.encar.com/cars/detail/41079747?advClickPosition=mweb_mhightlight_g149_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
800,41071309,https://fem.encar.com/cars/detail/41071309?advClickPosition=mweb_mhightlight_g150_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
801,41055020,https://fem.encar.com/cars/detail/41055020?advClickPosition=mweb_mhightlight_g151_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
802,41051575,https://fem.encar.com/cars/detail/41051575?advClickPosition=mweb_mhightlight_g152_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
803,41026478,https://fem.encar.com/cars/detail/41026478?advClickPosition=mweb_mhightlight_g153_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
804,41153785,https://fem.encar.com/cars/detail/41153785?advClickPosition=mweb_mhightlight_g154_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
805,41151446,https://fem.encar.com/cars/detail/41151446?advClickPosition=mweb_mhightlight_g155_t49383&listAdvType=mhighlight&type=detail&view_type=normal,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
806,41165256,https://fem.encar.com/cars/detail/41165256?advClickPosition=mweb_mhightlight_g156_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
807,41157570,https://fem.encar.com/cars/detail/41157570?advClickPosition=mweb_mhightlight_g157_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
808,41078294,https://fem.encar.com/cars/detail/41078294?advClickPosition=mweb_mhightlight_g158_t49383&listAdvType=mhighlight&type=detail&view_type=checked,"Message: tab crashed
  (Session info: chrome=145.0.7632.160)
"
