매물ID,브랜드,제조사,모델,등급명,세부트림,차량명,현재가격_만원,가격로그,연식,차량연령,주행거리_km,주행거리_로그,연료,변속기,색상,지역,차급,배기량_cc,좌석수,압류건수,저당건수,보험이력건수,보험이력_여부,교환_개수,판금_개수,부식_여부,교환_여부,판금_여부,외판수리_여부,사고강도점수,사고종합_여부,중대사고_추정,부식_위험,옵션_기본코드개수,옵션_선택코드개수,옵션_튜닝코드개수,옵션_기타개수,엔카진단여부값,엔카믿고값,조회수,찜수
41242606,현대,현대,그랜저 (GN7),2.5 가솔린 2WD,프리미엄,그랜저 (GN7) 2.5 가솔린 2WD 프리미엄,3380,8.125926802707886,2023,3,13985,9.545812108263812,가솔린,오토,흰색,경기,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,2,0,0,2,0,403.0,22.0
41413574,현대,현대,더 뉴 아반떼 (CN7),1.6,모던,더 뉴 아반떼 (CN7) 1.6 모던,2140,7.669028288589683,2024,2,16025,9.681967682338016,가솔린,오토,검정색,대전,준중형차,1598,5.0,,,,,,,1.0,,,,,,,1.0,34,2,0,1,1,0,746.0,7.0
41376109,현대,현대,더 뉴 코나,가솔린 1.6 터보 2WD,모던,더 뉴 코나 가솔린 1.6 터보 2WD 모던,1850,7.523481312573497,2021,5,24526,10.107529830547938,가솔린,오토,쥐색,서울,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,2,0,0,1,0,4143.0,13.0
41530692,현대,현대,더 뉴 코나,가솔린 1.6 터보 2WD,모던,더 뉴 코나 가솔린 1.6 터보 2WD 모던,1260,7.13966033596492,2022,4,163386,12.0038768988795,가솔린,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,26,0,0,0,1,0,385.0,5.0
41511458,현대,현대,더 뉴 아반떼 (CN7),1.6,모던,더 뉴 아반떼 (CN7) 1.6 모던,2190,7.692113339595466,2024,2,22667,10.02870951728951,가솔린,오토,흰색,대전,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,36,1,0,0,1,0,320.0,10.0
41516320,현대,현대,아반떼 (CN7),2.0 N,,아반떼 (CN7) 2.0 N,2399,7.783224016336037,2022,4,63394,11.057140272962048,가솔린,오토,쥐색,서울,준중형차,1998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,33,3,0,0,2,0,1234.0,11.0
41512038,현대,현대,투싼 (NX4),디젤 2.0 2WD,모던,투싼 (NX4) 디젤 2.0 2WD 모던,2199,7.696212639346407,2023,3,55623,10.926370041778856,디젤,오토,은색,서울,SUV,1998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,27,0,0,0,1,0,1006.0,2.0
41560557,현대,현대,베라크루즈,디젤 2WD 300VX,럭셔리,베라크루즈 디젤 2WD 300VX 럭셔리,650,6.478509642208569,2011,15,106800,11.578722568760275,디젤,오토,은색,인천,SUV,2959,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,0,0,2,1,0,342.0,4.0
41564032,현대,현대,캐스퍼,인스퍼레이션,,캐스퍼 인스퍼레이션,1660,7.415175109613295,2023,3,43922,10.690193379861592,가솔린,오토,흰색,서울,경차,998,4.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,1,0,0,1,0,286.0,5.0
41560457,현대,현대,아반떼 (CN7),2.0 N,,아반떼 (CN7) 2.0 N,2100,7.650168700845001,2022,4,90071,11.408364629482966,가솔린,오토,쥐색,인천,준중형차,1998,5.0,,,,,,,1.0,,,,,,,1.0,36,4,0,0,1,0,1159.0,2.0
41535478,현대,현대,더 뉴 싼타페,디젤 2.2 2WD,프레스티지,더 뉴 싼타페 디젤 2.2 2WD 프레스티지,2500,7.824445930877619,2021,5,73626,11.206767085270842,디젤,오토,흰색,경기,SUV,2151,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,1,0,0,1,0,202.0,1.0
41480549,현대,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,,싼타페 DM 디젤(e-VGT) 2.0 2WD 프리미엄,1000,6.90875477931522,2013,13,144284,11.879545789254824,디젤,오토,흰색,대구,SUV,1995,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,39,4,0,0,2,0,786.0,6.0
41489021,현대,현대,베뉴,1.6 모던 플러스,,베뉴 1.6 모던 플러스,2350,7.762596048540069,2022,4,13933,9.542087175590064,가솔린,오토,흰색,전북,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,0,0,0,1,0,483.0,0.0
41477337,현대,현대,팰리세이드 (LX3),가솔린 2.5T 4WD 7인승,캘리그래피,팰리세이드 (LX3) 가솔린 2.5T 4WD 7인승 캘리그래피,6350,8.756367559802975,2025,1,12114,9.402199633250628,가솔린,오토,흰색,경기,SUV,2497,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,54,4,0,0,1,0,3697.0,4.0
41479715,현대,현대,싼타페 TM,디젤 2.0 2WD,프레스티지,싼타페 TM 디젤 2.0 2WD 프레스티지,1480,7.300472814267799,2019,7,179637,12.09869899376183,디젤,오토,쥐색,인천,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,0,0,0,1,0,620.0,5.0
41487288,현대,현대,더 뉴 그랜저 IG,3.3,프리미엄 초이스,더 뉴 그랜저 IG 3.3 프리미엄 초이스,2220,7.7057128238944275,2020,6,77453,11.257439490734765,가솔린,오토,검정색,서울,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,2,0,0,1,0,1238.0,4.0
41458967,현대,현대,투싼 하이브리드 (NX4),인스퍼레이션 2WD,,투싼 하이브리드 (NX4) 인스퍼레이션 2WD,2449,7.803843303538772,2023,3,104423,11.556214813068626,가솔린+전기,오토,쥐색,부산,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,0,0,0,1,0,1106.0,9.0
41560444,현대,현대,싼타페 (MX5),가솔린 2.5T 4WD,캘리그래피,싼타페 (MX5) 가솔린 2.5T 4WD 캘리그래피,3800,8.24301946898925,2024,2,50086,10.821516772364005,가솔린,오토,검정색,인천,SUV,2497,5.0,,,,,,,1.0,,,,,,,1.0,51,6,0,0,1,0,1197.0,2.0
41531472,현대,현대,그랜저 IG,2.4 프리미엄,,그랜저 IG 2.4 프리미엄,1600,7.378383712996715,2018,8,87073,11.374513610815686,가솔린,오토,쥐색,대전,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,0,0,0,1,0,470.0,7.0
41476154,현대,현대,그랜저 IG 하이브리드,익스클루시브,,그랜저 IG 하이브리드 익스클루시브,1650,7.409136443920128,2018,8,129240,11.769434157451055,가솔린+전기,오토,쥐색,경기,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,1,0,0,0,0,392.0,2.0
41572005,현대,현대,캐스퍼,터보 인스퍼레이션,,캐스퍼 터보 인스퍼레이션,1710,7.444833273892193,2023,3,38460,10.557400019844792,가솔린,오토,연두색,경기,경차,998,4.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,1,0,0,1,0,178.0,2.0
41612177,현대,현대,LF 쏘나타,2.0 프리미엄,,LF 쏘나타 2.0 프리미엄,990,6.898714534329988,2015,11,126459,11.747681331612604,가솔린,오토,흰색,대구,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,39,2,0,0,1,0,419.0,6.0
41613879,현대,현대,그랜저 (GN7),2.5 가솔린 2WD,프리미엄,그랜저 (GN7) 2.5 가솔린 2WD 프리미엄,3880,8.263848131368906,2026,0,392,5.973809611869261,가솔린,오토,흰색,서울,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,3,0,0,2,0,487.0,1.0
41511243,현대,현대,더 뉴 맥스크루즈,디젤 2.2 2WD,파이니스트 에디션,더 뉴 맥스크루즈 디젤 2.2 2WD 파이니스트 에디션,1580,7.365812837209472,2017,9,141127,11.85742255897624,디젤,오토,청색,부산,SUV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,2,0,0,1,0,799.0,13.0
41649757,현대,현대,코나,디젤 1.6 2WD,모던 테크,코나 디젤 1.6 2WD 모던 테크,1250,7.1316985104669115,2018,8,127474,11.755675545923356,디젤,오토,흰색,경기,SUV,1582,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,38,3,0,0,1,0,21.0,0.0
41646585,현대,현대,팰리세이드,가솔린 3.8 4WD,프레스티지,팰리세이드 가솔린 3.8 4WD 프레스티지,3090,8.036249942132116,2022,4,42796,10.664223285655282,가솔린,오토,검정색,경기,SUV,3778,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,4,0,0,1,0,16.0,0.0
41636336,현대,현대,더 뉴 싼타페,가솔린 2.5T 4WD,프레스티지,더 뉴 싼타페 가솔린 2.5T 4WD 프레스티지,3040,8.019941687677365,2021,5,31933,10.371426551899647,가솔린,오토,흰색,경기,SUV,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,3,0,0,2,0,133.0,0.0
41631751,현대,현대,아반떼 (CN7),1.6,인스퍼레이션,아반떼 (CN7) 1.6 인스퍼레이션,1790,7.490529402060711,2021,5,90585,11.41405495470448,가솔린,오토,검정색,서울,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,1,0,0,2,0,262.0,9.0
41486009,현대,현대,쏘나타 (DN8),2.0,프리미엄 패밀리,쏘나타 (DN8) 2.0 프리미엄 패밀리,1320,7.186144304522325,2020,6,182943,12.116935374063695,가솔린,오토,쥐색,대구,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,3,0,0,0,-1,843.0,10.0
41502586,현대,현대,아반떼 AD,1.6 GDI 스타일,,아반떼 AD 1.6 GDI 스타일,799,6.684611727667927,2018,8,108978,11.598910482099392,가솔린,오토,흰색,경기,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,20,4,0,0,1,0,598.0,14.0
41472353,현대,현대,투싼 하이브리드 (NX4),인스퍼레이션 2WD,,투싼 하이브리드 (NX4) 인스퍼레이션 2WD,2599,7.863266724009573,2021,5,90992,11.418537859463331,가솔린+전기,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,2,0,0,1,0,429.0,5.0
40888666,현대,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,캘리그래피,더 뉴 팰리세이드 가솔린 3.8 2WD 캘리그래피,3895,8.267705664762426,2023,3,26202,10.17362918701092,가솔린,오토,흰색,대구,SUV,3778,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,52,2,0,0,1,0,319.0,31.0
39766931,현대,현대,제네시스 DH,G330 모던 AWD,,제네시스 DH G330 모던 AWD,1275,7.151485463904735,2016,10,113769,11.641934145533762,가솔린,오토,검정색,대구,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,2,0,0,1,0,379.0,13.0
40984999,현대,현대,싼타페 (MX5),HEV 1.6 2WD,캘리그래피,싼타페 (MX5) HEV 1.6 2WD 캘리그래피,4085,8.315321775377567,2024,2,16246,9.69566355532975,가솔린+전기,오토,흰색,대구,SUV,1598,6.0,0.0,0.0,,,,,1.0,,,,,,,1.0,52,6,0,0,1,0,389.0,19.0
41642171,현대,현대,그랜저 (GN7),2.5 가솔린 2WD,프리미엄,그랜저 (GN7) 2.5 가솔린 2WD 프리미엄,3625,8.195885391314796,2025,1,9325,9.140561477368266,가솔린,오토,흰색,대구,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,4,0,0,1,0,98.0,1.0
40963753,현대,현대,싼타페 (MX5),가솔린 2.5T 2WD,캘리그래피,싼타페 (MX5) 가솔린 2.5T 2WD 캘리그래피,3850,8.25608813381491,2024,2,9457,9.15461622320382,가솔린,오토,흰색,대구,SUV,2497,6.0,0.0,0.0,,,,,1.0,,,,,,,1.0,52,5,0,0,1,0,13.0,14.0
40999196,현대,현대,싼타페 (MX5),HEV 1.6 2WD,캘리그래피,싼타페 (MX5) HEV 1.6 2WD 캘리그래피,4195,8.341886969516187,2024,2,12583,9.440181444738114,가솔린+전기,오토,흰색,대구,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,51,5,0,0,1,0,365.0,5.0
41651351,현대,현대,그랜저 (GN7),2.5 가솔린 2WD,프리미엄,그랜저 (GN7) 2.5 가솔린 2WD 프리미엄,3745,8.228443883004033,2026,0,10426,9.252153874789594,가솔린,오토,흰색,대구,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,5,0,0,1,0,66.0,1.0
40709234,현대,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,스마트 스페셜,뉴 투싼 ix 디젤(e-VGT) 2WD 스마트 스페셜,785,6.666956792429207,2015,11,141220,11.858081318195245,디젤,오토,흰색,대구,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,2,0,0,1,0,398.0,20.0
41535130,현대,현대,투싼 (NX4),디젤 2.0 2WD,모던,투싼 (NX4) 디젤 2.0 2WD 모던,1999,7.600902459542082,2022,4,111088,11.618086960824929,디젤,오토,흰색,경기,SUV,1998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,2,0,0,0,0,136.0,0.0
41633719,현대,현대,아반떼 AD,1.6 GDI 밸류 플러스,,아반떼 AD 1.6 GDI 밸류 플러스,999,6.907755278982137,2017,9,105102,11.56269610070124,가솔린,오토,흰색,경기,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,28,1,0,0,1,0,52.0,2.0
40589476,현대,현대,쏘나타 (DN8),1.6 터보,프리미엄 플러스,쏘나타 (DN8) 1.6 터보 프리미엄 플러스,2499,7.824046010856292,2023,3,39287,10.57867440771908,가솔린,오토,검정색,경기,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,4,0,0,0,0,570.0,16.0
41624249,현대,현대,투싼 하이브리드 (NX4),인스퍼레이션 2WD,,투싼 하이브리드 (NX4) 인스퍼레이션 2WD,2450,7.804251383528112,2022,4,117803,11.67677750548052,가솔린+전기,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,46,2,0,0,1,0,46.0,4.0
41025025,현대,현대,더 뉴 그랜저 IG,2.5,르블랑,더 뉴 그랜저 IG 2.5 르블랑,2999,8.006367567650246,2022,4,18450,9.822873848541882,가솔린,오토,흰색,경기,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,2,0,0,0,0,1246.0,24.0
41407967,현대,현대,팰리세이드,디젤 2.2 2WD,프레스티지,팰리세이드 디젤 2.2 2WD 프레스티지,3240,8.083637203141548,2022,4,59377,10.99167906637632,디젤,오토,흰색,경기,SUV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,50,5,0,0,1,0,230.0,3.0
41409103,현대,현대,더 뉴 그랜저 IG 하이브리드,르블랑,,더 뉴 그랜저 IG 하이브리드 르블랑,1899,7.549609165154532,2022,4,163954,12.007347278910542,가솔린+전기,오토,검정색,경기,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,0,0,0,1,0,1514.0,17.0
41100256,현대,현대,싼타페 더 프라임,디젤 2.0 2WD,프리미엄,싼타페 더 프라임 디젤 2.0 2WD 프리미엄,1430,7.266128779556451,2016,10,91315,11.422081297669504,디젤,오토,은회색,경기,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,3,0,0,0,0,203.0,6.0
41496435,현대,현대,그랜저 (GN7),2.5 가솔린 2WD,프리미엄,그랜저 (GN7) 2.5 가솔린 2WD 프리미엄,2999,8.006367567650246,2023,3,75110,11.226722298397847,가솔린,오토,흰색,경기,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,4,0,0,1,0,538.0,6.0
40992777,현대,현대,쏘나타 (DN8),2.5 터보 N Line,프리미엄,쏘나타 (DN8) 2.5 터보 N Line 프리미엄,2100,7.650168700845001,2021,5,67414,11.118622824068176,가솔린,오토,흰색,부산,중형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,4,0,0,1,0,3164.0,37.0
40962940,현대,현대,쏘나타 (DN8),2.5 터보 N Line,프리미엄,쏘나타 (DN8) 2.5 터보 N Line 프리미엄,2050,7.62608275807238,2021,5,55890,10.931158644392102,가솔린,오토,쥐색,부산,중형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,36,3,0,0,1,0,2785.0,26.0
41635735,현대,현대,아반떼 (CN7),1.6,모던,아반떼 (CN7) 1.6 모던,1610,7.384610383176974,2021,5,93054,11.440945995178064,가솔린,오토,흰색,부산,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,5,0,0,1,0,71.0,2.0
41658037,현대,현대,아반떼 MD,M16 GDI 모던,,아반떼 MD M16 GDI 모던,490,6.19644412779452,2013,13,115564,11.65758842121079,가솔린,오토,검정색,부산,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,33,1,0,0,1,0,41.0,1.0
41605060,현대,현대,i30(신형),1.6 GDI 익스트림,,i30(신형) 1.6 GDI 익스트림,730,6.594413459749778,2012,14,46766,10.75293310498079,가솔린,오토,흰색,경기,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,2,0,0,0,-1,344.0,5.0
41607047,현대,현대,아반떼 하이브리드 (CN7),인스퍼레이션,,아반떼 하이브리드 (CN7) 인스퍼레이션,2380,7.7752758464868625,2023,3,40627,10.612212763059391,가솔린+전기,오토,흰색,경기,준중형차,1580,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,0,0,0,0,-1,368.0,2.0
41650035,현대,현대,싼타페 TM,디젤 2.0 2WD,인스퍼레이션,싼타페 TM 디젤 2.0 2WD 인스퍼레이션,2550,7.844240718141811,2020,6,72706,11.194192944993691,디젤,오토,검정색,경기,SUV,1995,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,3,0,0,0,-1,112.0,1.0
41610925,현대,현대,LF 쏘나타,LPI 택시형,프리미엄,LF 쏘나타 LPI 택시형 프리미엄,340,5.831882477283517,2015,11,379887,12.847631751417024,LPG(일반인 구입),오토,검정색,대전,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,26,0,0,0,0,-1,1055.0,25.0
39368315,현대,현대,에쿠스(신형),VS380,익스클루시브,에쿠스(신형) VS380 익스클루시브,750,6.621405651764134,2013,13,225178,12.324650920455529,가솔린,오토,검정색,대전,대형차,3778,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,0,0,1,0,-1,545.0,4.0
40768040,현대,현대,갤로퍼 2,롱보디 V6 골드,골드,갤로퍼 2 롱보디 V6 골드 골드,2600,7.8636512654486515,1997,29,151608,11.929060117182887,가솔린,오토,진주색,경기,SUV,2972,6.0,0.0,0.0,,,,,1.0,,,,,,,1.0,9,0,0,0,0,-1,2172.0,12.0
40432151,현대,현대,포니투,픽업,,포니투 픽업,2500,7.824445930877619,1988,38,178118,12.0902071452272,가솔린,수동,주황색,경기,소형차,1499,,0.0,0.0,,,,,1.0,,,,,,,1.0,2,0,0,0,0,-1,1162.0,11.0
40253573,현대,현대,프레스토,1500 AMX,고급형,프레스토 1500 AMX 고급형,1500,7.313886831633462,1989,37,67811,11.124494449417844,가솔린,수동,은회색,경기,소형차,1468,,0.0,0.0,,,,,1.0,,,,,,,1.0,2,0,0,0,0,-1,4693.0,70.0
41495507,현대,현대,그랜저 (GN7),3.5 가솔린 2WD,익스클루시브,그랜저 (GN7) 3.5 가솔린 2WD 익스클루시브,3150,8.055475141757274,2023,3,37203,10.524171561362358,가솔린,오토,검정색,경기,대형차,3470,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,0,0,0,0,-1,426.0,9.0
41472611,현대,현대,LF 쏘나타,1.7 디젤 스마트,,LF 쏘나타 1.7 디젤 스마트,619,6.429719478039138,2016,10,181137,12.107014450684373,디젤,오토,흰색,경기,중형차,1685,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,39,3,0,0,0,-1,630.0,27.0
41440320,현대,현대,아반떼 AD,1.6 GDI 모던,,아반떼 AD 1.6 GDI 모던,1050,6.957497370876951,2016,10,104013,11.552280784448287,가솔린,오토,흰색,대전,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,3,0,0,-1,-1,459.0,8.0
41423637,현대,현대,그랜저 HG,LPG HG300 모던,,그랜저 HG LPG HG300 모던,650,6.478509642208569,2015,11,168934,12.037269304537128,LPG(일반인 구입),오토,흰색,경기,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,0,0,3,-1,-1,1426.0,7.0
41566355,현대,현대,아반떼 (CN7),1.6,인스퍼레이션,아반떼 (CN7) 1.6 인스퍼레이션,1550,7.346655163176539,2021,5,106092,11.57207134693078,가솔린,오토,검정색,경기,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,1,0,0,-1,-1,424.0,10.0
41539334,현대,현대,아슬란,G330 프리미엄,,아슬란 G330 프리미엄,500,6.2166061010848646,2015,11,189287,12.151024943745936,가솔린,오토,검정색,경기,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,0,0,0,0,-1,1473.0,18.0
41538861,현대,현대,더 뉴 제네시스 쿠페,380 GT-R,,더 뉴 제네시스 쿠페 380 GT-R,1440,7.273092595999522,2016,10,113287,11.637688527902895,가솔린,오토,흰색,경기,스포츠카,3778,4.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,4,0,0,-1,-1,2418.0,27.0
41505019,현대,현대,스타리아,L3.5 투어러 11인승,모던,스타리아 L3.5 투어러 11인승 모던,2400,7.783640596221253,2022,4,84419,11.34355961933649,LPG(일반인 구입),오토,은색,광주,승합차,3470,11.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,1,0,0,-1,-1,331.0,0.0
41504965,현대,현대,넥쏘,프리미엄,,넥쏘 프리미엄,1540,7.340186835320115,2021,5,102609,11.538690672856257,수소,오토,흰색,인천,SUV,0,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,0,0,0,-1,-1,378.0,6.0
41504220,현대,현대,LF 쏘나타,2.0 스마트,,LF 쏘나타 2.0 스마트,890,6.792344427470809,2016,10,105486,11.566343001556897,가솔린,오토,은회색,광주,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,2,0,0,-1,-1,351.0,1.0
41583566,현대,현대,아반떼 AD,1.6 터보 스포츠,,아반떼 AD 1.6 터보 스포츠,1259,7.138866999945524,2017,9,63426,11.057644917277374,가솔린,오토,쥐색,충남,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,6,0,0,0,-1,311.0,3.0
41268330,현대,현대,아반떼 (CN7),1.6,모던,아반떼 (CN7) 1.6 모던,1680,7.427144133408616,2022,4,39007,10.571522032280996,가솔린,오토,검정색,서울,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,3,0,0,0,-1,189.0,6.0
41186905,현대,현대,싼타페 (MX5),가솔린 2.5T 2WD,프레스티지,싼타페 (MX5) 가솔린 2.5T 2WD 프레스티지,1826,7.510430556378006,2024,2,36000,10.491301994830229,가솔린,오토,흰색,세종,SUV,2497,5.0,,,,,,,1.0,,,,,,,1.0,48,4,0,0,-1,-1,139.0,5.0
41405407,현대,현대,더 뉴 그랜드 스타렉스,어반 9인승,익스클루시브,더 뉴 그랜드 스타렉스 어반 9인승 익스클루시브,2378,7.774435510302958,2019,7,43401,10.678260801976018,디젤,오토,갈색,인천,승합차,2497,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,33,2,0,0,0,-1,745.0,2.0
41383289,현대,현대,그랜드 스타렉스,12인승 왜건,모던,그랜드 스타렉스 12인승 왜건 모던,1230,7.115582126184454,2017,9,142336,11.865952764334962,디젤,오토,흰색,인천,승합차,2497,12.0,0.0,0.0,,,,,1.0,,,,,,,1.0,29,0,0,2,0,-1,123.0,1.0
41493010,현대,현대,아반떼 (CN7),1.6,인스퍼레이션,아반떼 (CN7) 1.6 인스퍼레이션,1820,7.507141079727608,2021,5,87300,11.377117196515812,가솔린,오토,쥐색,서울,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,1,0,0,0,-1,899.0,22.0
41400663,현대,현대,제네시스,BH330 그랜드,기본형,제네시스 BH330 그랜드 기본형,520,6.255750041753367,2010,16,91204,11.420864999121015,가솔린,오토,은회색,서울,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,30,1,0,0,0,-1,953.0,8.0
41568635,현대,현대,그랜저 하이브리드 (GN7),익스클루시브,,그랜저 하이브리드 (GN7) 익스클루시브,3080,8.033009498596668,2023,3,105045,11.562153628442054,가솔린+전기,오토,검정색,경기,대형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,1,0,0,0,-1,847.0,6.0
41512969,현대,현대,더 뉴 그랜저 IG,3.0 LPi (택시형),모범형,더 뉴 그랜저 IG 3.0 LPi (택시형) 모범형,2080,7.640603826393634,2023,3,79903,11.2885811930795,LPG(일반인 구입),오토,흰색,서울,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,4,0,0,0,-1,1066.0,5.0
41500727,현대,현대,쏘나타 (DN8),2.0,인스퍼레이션,쏘나타 (DN8) 2.0 인스퍼레이션,1730,7.456454555176209,2020,6,94993,11.461569010693395,가솔린,오토,흰색,대구,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,3,0,0,-1,-1,1429.0,11.0
41585716,현대,현대,제네시스,3.8 수출형,,제네시스 3.8 수출형,595,6.39024066706535,2013,13,164871,12.012924694251344,가솔린,오토,검정색,충남,대형차,3778,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,0,0,0,0,-1,238.0,1.0
41579179,현대,현대,i30,1.6 VVT 럭셔리,,i30 1.6 VVT 럭셔리,490,6.19644412779452,2011,15,74661,11.22072654021586,가솔린,오토,은색,경기,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,22,0,0,0,-1,-1,348.0,9.0
41570371,현대,현대,더 뉴 그랜드 스타렉스,밴 3인승,스마트,더 뉴 그랜드 스타렉스 밴 3인승 스마트,890,6.792344427470809,2019,7,265201,12.488247078743536,디젤,오토,은회색,인천,승합차,2497,3.0,0.0,0.0,,,,,1.0,,,,,,,1.0,24,4,0,0,0,-1,177.0,1.0
41574795,현대,현대,더 뉴 팰리세이드,디젤 2.2 2WD,프레스티지,더 뉴 팰리세이드 디젤 2.2 2WD 프레스티지,3550,8.174984532943087,2023,3,92025,11.429826424800517,디젤,오토,청색,서울,SUV,2199,8.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,3,0,0,0,-1,294.0,2.0
41621289,현대,현대,더 뉴 그랜저 IG,3.0 LPi (렌터카용),익스클루시브,더 뉴 그랜저 IG 3.0 LPi (렌터카용) 익스클루시브,1880,7.53955882930103,2020,6,190453,12.15716597457409,LPG(일반인 구입),오토,검정색,대구,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,4,0,0,0,-1,417.0,9.0
41605035,현대,현대,제네시스,BH330 럭셔리,기본형,제네시스 BH330 럭셔리 기본형,680,6.523562306149512,2012,14,111822,11.6246725430528,가솔린,오토,은색,서울,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,2,0,0,0,-1,99.0,1.0
