매물ID,브랜드,제조사,모델,등급명,세부트림,차량명,현재가격_만원,가격로그,연식,차량연령,주행거리_km,주행거리_로그,연료,변속기,색상,지역,차급,배기량_cc,좌석수,압류건수,저당건수,보험이력건수,보험이력_여부,교환_개수,판금_개수,부식_여부,교환_여부,판금_여부,외판수리_여부,사고강도점수,사고종합_여부,중대사고_추정,부식_위험,옵션_기본코드개수,옵션_선택코드개수,옵션_튜닝코드개수,옵션_기타개수,엔카진단여부값,엔카믿고값,조회수,찜수
41187436,현대,현대,팰리세이드,디젤 2.2 4WD,프레스티지,팰리세이드 디젤 2.2 4WD 프레스티지,2750,7.919719760924575,2021,5,82643,11.3222975053327,디젤,오토,청색,경기,SUV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,2,0,0,1,-1,346.0,2.0
41383192,현대,현대,아반떼 (CN7),1.6 LPi (렌터카),스마트,아반떼 (CN7) 1.6 LPi (렌터카) 스마트,1429,7.265429723253953,2022,4,108149,11.591274431381205,LPG(일반인 구입),오토,흰색,충남,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,2,0,0,1,-1,1251.0,8.0
41635048,현대,현대,그랜저 IG,3.0 익스클루시브,,그랜저 IG 3.0 익스클루시브,1575,7.362645270417825,2018,8,93019,11.440569802778088,가솔린,오토,쥐색,부산,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,0,0,0,1,-1,216.0,1.0
41524814,현대,현대,싼타페 (MX5),HEV 1.6 2WD,캘리그래피,싼타페 (MX5) HEV 1.6 2WD 캘리그래피,4259,8.357024439263416,2024,2,6713,8.81195017753998,가솔린+전기,오토,흰색,서울,SUV,1598,6.0,0.0,0.0,,,,,1.0,,,,,,,1.0,52,7,0,0,1,-1,2027.0,25.0
41485947,현대,현대,쏘나타 (DN8),2.0,프리미엄,쏘나타 (DN8) 2.0 프리미엄,1560,7.353081920515432,2021,5,42058,10.646828673415325,가솔린,오토,쥐색,서울,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,1,0,0,-1,-1,2008.0,27.0
41195546,현대,현대,벨로스터 (JS),2.0 N,,벨로스터 (JS) 2.0 N,1499,7.313220387090301,2020,6,125302,11.738490083135453,가솔린,수동,하늘색,서울,준중형차,1998,4.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,2,0,0,2,-1,969.0,20.0
41648404,현대,현대,아반떼 (CN7),1.6,모던,아반떼 (CN7) 1.6 모던,2200,7.696667081526462,2023,3,38461,10.557426019870793,가솔린,오토,흰색,경기,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,3,0,0,2,-1,76.0,1.0
41552633,현대,현대,스타리아,카고 3인승,모던,스타리아 카고 3인승 모던,2050,7.62608275807238,2022,4,68976,11.14152839467816,디젤,오토,흰색,경기,승합차,2199,3.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,2,0,0,-1,-1,1121.0,17.0
41056624,현대,현대,쏘나타 (DN8),1.6 터보,프리미엄 플러스,쏘나타 (DN8) 1.6 터보 프리미엄 플러스,2470,7.81237820598861,2022,4,9527,9.161990111035136,가솔린,오토,쥐색,서울,중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,3,0,0,2,-1,1938.0,29.0
41595091,현대,현대,아이오닉5,롱레인지,프레스티지,아이오닉5 롱레인지 프레스티지,3320,8.108021221376747,2022,4,60856,11.0162821287756,전기,오토,은회색,부산,준중형차,111,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,1,0,0,1,-1,502.0,5.0
41528621,현대,현대,쏘나타 뉴 라이즈,1.7 디젤 스마트,,쏘나타 뉴 라이즈 1.7 디젤 스마트,1530,7.333676395657684,2019,7,17727,9.78290058954701,디젤,오토,검정색,경기,중형차,1685,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,1,0,0,-1,-1,507.0,4.0
40963155,현대,현대,그랜저 HG,HG220 디젤 프리미엄,,그랜저 HG HG220 디젤 프리미엄,870,6.769641976852503,2016,10,163167,12.002535623854882,디젤,오토,흰색,대전,대형차,2199,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,4,1,0,-1,-1,1255.0,21.0
41489353,현대,현대,코나 하이브리드,프리미엄 스페셜,,코나 하이브리드 프리미엄 스페셜,1690,7.43307534889858,2020,6,112586,11.631481535091796,가솔린+전기,오토,흰색,경기,SUV,1580,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,4,0,0,-1,-1,564.0,6.0
41644764,현대,현대,그랜저 IG,2.4 스페셜,,그랜저 IG 2.4 스페셜,1099,7.003065458786462,2018,8,151031,11.92524701387488,가솔린,오토,검정색,대구,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,50,0,0,0,-1,-1,197.0,2.0
41656060,현대,현대,팰리세이드,가솔린 3.8 4WD,프레스티지,팰리세이드 가솔린 3.8 4WD 프레스티지,2430,7.796057974316123,2020,6,108970,11.598837070766487,가솔린,오토,흰색,서울,SUV,3778,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,50,6,0,0,-1,-1,44.0,0.0
41474687,현대,현대,쏘나타 디 엣지 하이브리드(DN8),프리미엄,,쏘나타 디 엣지 하이브리드(DN8) 프리미엄,2550,7.844240718141811,2024,2,50233,10.824447367258546,가솔린+전기,오토,흰색,경기,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,36,2,0,0,-1,-1,2284.0,7.0
41143427,현대,현대,LF 쏘나타,2.0 스마트,,LF 쏘나타 2.0 스마트,860,6.7580945044277305,2015,11,102408,11.536729878350387,가솔린,오토,은색,서울,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,0,0,0,-1,-1,546.0,4.0
41296750,현대,현대,제네시스 DH,G330 모던,,제네시스 DH G330 모던,1350,7.208600337960199,2016,10,17241,9.75510354676987,가솔린,오토,하늘색,서울,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,0,0,0,-1,-1,448.0,1.0
41301430,현대,현대,그랜저 HG,HG240 모던 컬렉션,,그랜저 HG HG240 모던 컬렉션,720,6.580639137284949,2017,9,103694,11.549209177047477,가솔린,오토,검정색,경기,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,39,0,0,0,-1,-1,256.0,0.0
41587976,현대,현대,그랜드 스타렉스,12인승 왜건,스마트,그랜드 스타렉스 12인승 왜건 스마트,939,6.84587987526405,2016,10,138748,11.840421824375502,디젤,오토,은색,경기,승합차,2497,12.0,0.0,0.0,,,,,1.0,,,,,,,1.0,24,0,0,0,-1,-1,121.0,0.0
41386665,현대,현대,스타리아,4WD 라운지 9인승,인스퍼레이션,스타리아 4WD 라운지 9인승 인스퍼레이션,3850,8.25608813381491,2022,4,58268,10.972825498500242,디젤,오토,검정색,경기,승합차,2199,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,1,0,0,-1,-1,936.0,3.0
41451262,현대,현대,더 뉴 아반떼,1.6 GDi 모던,기본형,더 뉴 아반떼 1.6 GDi 모던 기본형,620,6.431331081933479,2014,12,65074,11.083295729862764,가솔린,오토,은회색,경기,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,29,1,0,0,-1,-1,1462.0,18.0
41523583,현대,현대,그랜저 IG 하이브리드,프리미엄,,그랜저 IG 하이브리드 프리미엄,950,6.85751406254539,2018,8,226342,12.329806826828134,가솔린+전기,오토,쥐색,대전,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,36,1,0,0,-1,-1,475.0,2.0
41231704,현대,현대,그랜드 스타렉스,12인승 왜건,모던,그랜드 스타렉스 12인승 왜건 모던,880,6.78105762593618,2017,9,208148,12.24600944838386,디젤,오토,노란색,서울,승합차,2497,12.0,0.0,0.0,,,,,1.0,,,,,,,1.0,30,0,0,1,-1,-1,119.0,3.0
41377456,현대,현대,LF 쏘나타,1.7 디젤 스마트,스페셜,LF 쏘나타 1.7 디젤 스마트 스페셜,899,6.802394763324311,2017,9,146944,11.897813646089562,디젤,오토,은회색,경기,중형차,1685,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,5,0,0,-1,-1,1242.0,12.0
41587322,현대,현대,싼타페 DM,디젤(e-VGT) 2.2 2WD 익스클루시브,,싼타페 DM 디젤(e-VGT) 2.2 2WD 익스클루시브,9990,9.20943996673302,2013,13,139038,11.842509748298442,디젤,오토,청색,부산,SUV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,2,0,0,-1,-1,148.0,0.0
41479896,현대,현대,아반떼 (CN7),1.6,인스퍼레이션,아반떼 (CN7) 1.6 인스퍼레이션,1970,7.58629630715272,2023,3,36033,10.492218216175646,가솔린,오토,흰색,경기,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,1,0,0,-1,-1,2168.0,31.0
41363723,현대,현대,쏘나타 뉴 라이즈,2.0 스마트,,쏘나타 뉴 라이즈 2.0 스마트,880,6.78105762593618,2018,8,150589,11.922316191080863,가솔린,오토,검정색,대구,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,1,0,0,-1,-1,1043.0,11.0
41481416,현대,현대,쏘나타 뉴 라이즈,2.0 모던,,쏘나타 뉴 라이즈 2.0 모던,1150,7.048386408721883,2018,8,131405,11.78604704609062,가솔린,오토,쥐색,대구,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,4,0,0,-1,-1,731.0,8.0
41261054,현대,현대,스타리아,HEV 1.6 투어러 9인승,모던,스타리아 HEV 1.6 투어러 9인승 모던,3509,8.163371316459912,2025,1,21479,9.974877548622802,가솔린+전기,오토,검정색,경기,승합차,1598,9.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,7,0,0,-1,-1,572.0,1.0
41517169,현대,현대,스타리아,HEV 1.6 카고 5인승,모던,스타리아 HEV 1.6 카고 5인승 모던,2990,8.003363058629947,2025,1,73980,11.21156358246189,가솔린+전기,오토,검정색,경기,승합차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,6,0,0,-1,-1,695.0,3.0
41663513,현대,현대,그랜저 IG,2.4 스페셜,,그랜저 IG 2.4 스페셜,1299,7.170119543449628,2018,8,151432,11.92789856188832,가솔린,오토,검정색,대구,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,0,0,0,-1,-1,27.0,1.0
41265432,현대,현대,그랜드 스타렉스,12인승 왜건,CVX 프리미엄,그랜드 스타렉스 12인승 왜건 CVX 프리미엄,700,6.55250788703459,2014,12,198364,12.197864046980284,디젤,오토,은색,경기,승합차,2497,12.0,0.0,0.0,,,,,1.0,,,,,,,1.0,22,0,0,0,-1,-1,85.0,0.0
41610564,현대,현대,그랜저 HG,HG220 디젤 프리미엄,,그랜저 HG HG220 디젤 프리미엄,740,6.608000625296087,2015,11,147337,11.900484546098252,디젤,오토,흰색,경기,대형차,2199,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,2,0,0,-1,-1,181.0,0.0
41510038,현대,현대,쏘나타 (DN8),2.0 LPG,프리미엄 패밀리,쏘나타 (DN8) 2.0 LPG 프리미엄 패밀리,2150,7.67368812926773,2021,5,71374,11.175702946958312,LPG(일반인 구입),오토,쥐색,대구,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,45,2,2,4,-1,-1,1310.0,12.0
41477083,현대,현대,팰리세이드,디젤 2.2 4WD,프레스티지,팰리세이드 디젤 2.2 4WD 프레스티지,3200,8.071218539969863,2022,4,107471,11.584985627506644,디젤,오토,검정색,경기,SUV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,6,0,0,-1,-1,218.0,0.0
41158066,현대,현대,그랜드 스타렉스,12인승 왜건,CVX 프리미엄,그랜드 스타렉스 12인승 왜건 CVX 프리미엄,699,6.551080335043404,2012,14,148252,11.906675552742914,디젤,오토,은색,경기,승합차,2497,12.0,0.0,0.0,,,,,1.0,,,,,,,1.0,22,0,0,0,-1,-1,142.0,2.0
41577564,현대,현대,제네시스,BH330 럭셔리,기본형,제네시스 BH330 럭셔리 기본형,420,6.042632833682381,2011,15,175882,12.077574280233652,가솔린,오토,은색,경기,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,38,1,0,0,-1,-1,150.0,0.0
41640308,현대,현대,더 뉴 아반떼 (CN7),1.6,인스퍼레이션,더 뉴 아반떼 (CN7) 1.6 인스퍼레이션,2090,7.645397699428633,2024,2,40023,10.59723455316804,가솔린,오토,쥐색,대구,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,1,0,0,-1,-1,246.0,4.0
41619692,현대,현대,올 뉴 투싼,디젤 1.6 2WD,모던,올 뉴 투싼 디젤 1.6 2WD 모던,1240,7.123672785204607,2019,7,186538,12.136395611485955,디젤,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,38,4,0,0,-1,-1,94.0,0.0
41530374,현대,현대,코나 (SX2),가솔린 1.6 터보 2WD,모던 플러스,코나 (SX2) 가솔린 1.6 터보 2WD 모던 플러스,2139,7.668561108015897,2025,1,36403,10.502433937697246,가솔린,오토,흰색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,39,4,0,0,-1,-1,2792.0,35.0
41406297,현대,현대,쏘나타 더 브릴리언트,CVVL 스타일,,쏘나타 더 브릴리언트 CVVL 스타일,420,6.042632833682381,2014,12,122051,11.712202462413597,가솔린,오토,은색,대전,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,23,0,0,0,-1,-1,544.0,6.0
41225462,현대,현대,아반떼 (CN7),1.6,모던,아반떼 (CN7) 1.6 모던,1550,7.346655163176539,2021,5,60675,11.013303511711564,가솔린,오토,은하색,대구,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,2,2,0,-1,-1,325.0,12.0
40955073,현대,현대,YF 쏘나타,Y20 프라임,고급형,YF 쏘나타 Y20 프라임 고급형,430,6.066108090103747,2010,16,136187,11.82179156308914,가솔린,오토,검정색,서울,중형차,1998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,25,1,0,0,-1,-1,11.0,0.0
41255220,현대,현대,그랜저,2.0,,그랜저 2.0,550,6.311734809152915,1992,34,194303,12.177179221875193,가솔린,오토,쥐색,경기,대형차,1997,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,3,0,0,0,-1,-1,2419.0,19.0
41497742,현대,현대,더 뉴 그랜저 IG,2.5,프리미엄 초이스,더 뉴 그랜저 IG 2.5 프리미엄 초이스,1280,7.155396301896734,2020,6,240190,12.389189719150028,가솔린,오토,청색,경기,대형차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,2,0,0,-1,-1,2957.0,18.0
41496748,현대,현대,그랜저 HG,HG300 노블,,그랜저 HG HG300 노블,470,6.154858094016418,2012,14,164354,12.009784001507605,가솔린,오토,검정색,대구,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,1,0,0,-1,-1,581.0,6.0
41496716,현대,현대,LF 쏘나타,LPI 프리미엄 스페셜,,LF 쏘나타 LPI 프리미엄 스페셜,690,6.53813982376767,2016,10,169576,12.04106237993609,LPG(일반인 구입),오토,은회색,경기,중형차,1998,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,6,0,0,0,-1,-1,1688.0,17.0
41519545,현대,현대,쏘나타 디 엣지(DN8),2.0 LPG(렌터카),비즈니스 1,쏘나타 디 엣지(DN8) 2.0 LPG(렌터카) 비즈니스 1,2089,7.644919344958857,2024,2,58196,10.971589085999216,LPG(일반인 구입),오토,흰색,경기,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,5,0,0,-1,-1,4399.0,14.0
40935533,현대,현대,캐스퍼,디 에센셜,,캐스퍼 디 에센셜,1499,7.313220387090301,2023,3,30580,10.32813418006022,가솔린,오토,갈대색,경기,경차,998,4.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,1,0,0,-1,-1,56.0,0.0
39635264,현대,현대,그랜저 IG,3.0 익스클루시브,,그랜저 IG 3.0 익스클루시브,1650,7.409136443920128,2018,8,102374,11.53639782115537,가솔린,오토,쥐색,전북,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,44,1,0,0,1,0,339.0,4.0
41524188,현대,현대,아반떼 (CN7),1.6,인스퍼레이션,아반떼 (CN7) 1.6 인스퍼레이션,1880,7.53955882930103,2021,5,64002,11.06668523624321,가솔린,오토,흰색,전북,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,40,0,0,0,1,0,376.0,8.0
41583749,현대,현대,아반떼 AD,1.6 GDI 스마트,스페셜,아반떼 AD 1.6 GDI 스마트 스페셜,999,6.907755278982137,2017,9,101595,11.528759443272756,가솔린,오토,은색,전북,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,31,3,0,0,1,0,145.0,4.0
41597077,현대,현대,아반떼 MD,M16 GDI 에비뉴,,아반떼 MD M16 GDI 에비뉴,670,6.508769136971682,2013,13,91100,11.419724060136213,가솔린,오토,흰색,전북,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,28,1,0,0,1,0,60.0,1.0
41652059,현대,현대,LF 쏘나타,2.0 스마트,스페셜,LF 쏘나타 2.0 스마트 스페셜,1050,6.957497370876951,2016,10,135303,11.815279377653878,가솔린,오토,흰색,전북,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,4,0,1,1,0,39.0,3.0
41121752,현대,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 프리미엄,,싼타페 DM 디젤(e-VGT) 2.0 2WD 프리미엄,1060,6.966967138613983,2013,13,107446,11.584752981718111,디젤,오토,은색,전북,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,35,1,0,0,1,0,64.0,1.0
41116272,현대,현대,싼타페 DM,디젤(e-VGT) 2.0 2WD 익스클루시브,,싼타페 DM 디젤(e-VGT) 2.0 2WD 익스클루시브,1060,6.966967138613983,2015,11,148915,11.911137667566823,디젤,오토,청색,전북,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,0,0,0,1,0,118.0,2.0
40885858,현대,현대,쏘나타 하이브리드,2.0,모던,쏘나타 하이브리드 2.0 모던,650,6.478509642208569,2014,12,139912,11.848776079853248,가솔린+전기,오토,흰색,전북,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,33,0,0,0,1,0,56.0,6.0
40755884,현대,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,스마트,뉴 투싼 ix 디젤(e-VGT) 2WD 스마트,699,6.551080335043404,2014,12,149914,11.91782374579549,디젤,오토,흰색,전북,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,24,2,0,0,1,0,112.0,3.0
41583156,현대,현대,아반떼 AD,1.6 GDI 스마트,,아반떼 AD 1.6 GDI 스마트,999,6.907755278982137,2017,9,100826,11.521161455894942,가솔린,오토,흰색,전북,준중형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,28,2,0,0,1,0,104.0,1.0
41402067,현대,현대,그랜저 하이브리드 (GN7),캘리그래피,,그랜저 하이브리드 (GN7) 캘리그래피,4799,8.476371196895983,2025,1,21404,9.971379818579049,가솔린+전기,오토,흰색,경기,대형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,52,6,0,0,1,0,2406.0,35.0
41598850,현대,현대,싼타페 TM,디젤 2.2 2WD,프레스티지,싼타페 TM 디젤 2.2 2WD 프레스티지,9000,9.105090961257083,2019,7,196478,12.188310834351416,디젤,오토,쥐색,서울,SUV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,6,0,0,2,0,233.0,1.0
41637862,현대,현대,투싼 (NX4),가솔린 1.6 터보 2WD,인스퍼레이션,투싼 (NX4) 가솔린 1.6 터보 2WD 인스퍼레이션,2720,7.908754738783246,2022,4,37662,10.53643345915528,가솔린,오토,쥐색,서울,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,2,0,0,1,0,111.0,0.0
39647958,현대,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,스마트 스페셜,뉴 투싼 ix 디젤(e-VGT) 2WD 스마트 스페셜,830,6.7226297948554485,2014,12,97131,11.483826157144954,디젤,오토,명은색,전북,SUV,1995,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,30,1,0,0,0,-1,254.0,3.0
41524358,현대,현대,그랜저 HG,HG240 모던,,그랜저 HG HG240 모던,480,6.175867270105761,2013,13,234349,12.364571003350852,가솔린,오토,검정색,전북,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,2,0,0,0,-1,53.0,2.0
41369396,현대,현대,더 뉴 그랜저 IG,3.3,프리미엄 초이스,더 뉴 그랜저 IG 3.3 프리미엄 초이스,2300,7.741099090035366,2020,6,65434,11.08881256248958,가솔린,오토,검정색,서울,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,1,0,0,1,0,650.0,9.0
41361166,현대,현대,제네시스 DH,G330 프리미엄 AWD,,제네시스 DH G330 프리미엄 AWD,999,6.907755278982137,2016,10,164629,12.011455810642069,가솔린,오토,검정색,서울,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,0,0,0,1,0,509.0,0.0
41380773,현대,현대,그랜드 스타렉스,12인승 왜건,스마트,그랜드 스타렉스 12인승 왜건 스마트,1150,7.048386408721883,2016,10,121204,11.705238605891836,디젤,오토,흰색,서울,승합차,2497,12.0,0.0,0.0,,,,,1.0,,,,,,,1.0,24,0,0,2,1,0,138.0,2.0
41623077,현대,현대,엑센트(신형),1.6 GDI 프리미어,,엑센트(신형) 1.6 GDI 프리미어,240,5.484796933490655,2012,14,159460,11.979554657202003,가솔린,수동,은색,울산,소형차,1591,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,24,0,0,0,1,0,396.0,9.0
41644532,현대,현대,그랜드 스타렉스,3인승 LPi 밴,CVX 디럭스,그랜드 스타렉스 3인승 LPi 밴 CVX 디럭스,1020,6.928537818164665,2010,16,128068,11.760324460159758,LPG(일반인 구입),오토,흰색,경기,승합차,2359,3.0,0.0,0.0,,,,,1.0,,,,,,,1.0,6,0,0,0,-1,-1,49.0,0.0
41393750,현대,현대,LF 쏘나타,LPI 모던,,LF 쏘나타 LPI 모던,690,6.53813982376767,2016,10,140465,11.852720745588371,LPG(일반인 구입),오토,검정색,경기,중형차,1999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,27,0,0,0,1,0,3032.0,46.0
41173222,현대,현대,그랜드 스타렉스,5인승 밴,스마트,그랜드 스타렉스 5인승 밴 스마트,633,6.452048954437226,2017,9,194879,12.18013926350367,디젤,오토,청색,대구,승합차,2497,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,24,0,0,0,1,0,735.0,10.0
41657301,현대,현대,벨로스터 (JS),1.6 터보 스포츠,코어,벨로스터 (JS) 1.6 터보 스포츠 코어,1599,7.377758908227872,2019,7,72360,11.189422759203678,가솔린,오토,쥐색,경기,준중형차,1591,4.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,7,0,0,1,0,37.0,1.0
41604861,현대,현대,그랜저 HG,HG240 모던,,그랜저 HG HG240 모던,650,6.478509642208569,2013,13,151718,11.929785404692266,가솔린,오토,검정색,경기,대형차,2359,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,4,0,0,1,0,39.0,2.0
41345391,현대,현대,더 뉴 팰리세이드,디젤 2.2 4WD,르블랑,더 뉴 팰리세이드 디젤 2.2 4WD 르블랑,4510,8.414274137408396,2024,2,17225,9.75417514934912,디젤,오토,쥐색,서울,SUV,2199,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,3,0,0,1,0,2517.0,2.0
41390450,현대,현대,그랜저 (GN7),3.5 가솔린 2WD,익스클루시브,그랜저 (GN7) 3.5 가솔린 2WD 익스클루시브,2990,8.003363058629947,2023,3,48516,10.789669530973296,가솔린,오토,연금색,경기,대형차,3470,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,48,1,0,0,2,0,4694.0,33.0
41646134,현대,현대,팰리세이드,가솔린 3.8 2WD,익스클루시브,팰리세이드 가솔린 3.8 2WD 익스클루시브,2310,7.745435610274381,2022,4,85590,11.3573354164153,가솔린,오토,검정색,서울,SUV,3778,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,42,2,0,0,1,0,100.0,0.0
40163841,현대,현대,제네시스,BH330 프리미엄,스페셜,제네시스 BH330 프리미엄 스페셜,575,6.3561076606958915,2013,13,192463,12.167664402233854,가솔린,오토,검정색,부산,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,46,0,0,0,-1,-1,562.0,2.0
41632241,현대,현대,아반떼 (CN7),1.6,모던,아반떼 (CN7) 1.6 모던,1690,7.43307534889858,2021,5,46398,10.745033186257968,가솔린,오토,흰색,대전,준중형차,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,32,3,0,0,-1,-1,60.0,1.0
41607453,현대,현대,제네시스,BH330 그랜드,프라임팩,제네시스 BH330 그랜드 프라임팩,460,6.133398042996649,2009,17,113420,11.638861838316314,가솔린,오토,검정색,광주,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,34,1,0,0,0,-1,114.0,0.0
41468817,현대,현대,팰리세이드 (LX3),HEV 2.5T 4WD 7인승,캘리그래피,팰리세이드 (LX3) HEV 2.5T 4WD 7인승 캘리그래피,7890,8.973478148521036,2026,0,6,1.9459101490553132,가솔린+전기,오토,흰색,부산,SUV,2497,7.0,0.0,0.0,,,,,1.0,,,,,,,1.0,53,6,0,0,1,0,3369.0,9.0
41627658,현대,현대,아이오닉 일렉트릭,Q,,아이오닉 일렉트릭 Q,1190,7.0825485693553,2018,8,153274,11.93998897263089,전기,오토,은회색,부산,준중형차,78,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,41,5,0,0,0,-1,281.0,2.0
41651305,현대,현대,더 뉴 그랜저 IG,3.0 LPi,익스클루시브,더 뉴 그랜저 IG 3.0 LPi 익스클루시브,2499,7.824046010856292,2021,5,122843,11.718670536707773,LPG(일반인 구입),오토,은회색,경기,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,49,5,0,0,0,-1,106.0,3.0
41060626,현대,현대,투싼 (NX4),가솔린 1.6 터보 2WD,N Line 인스퍼레이션,투싼 (NX4) 가솔린 1.6 터보 2WD N Line 인스퍼레이션,2549,7.843848638152472,2022,4,48315,10.78551804772517,가솔린,오토,쥐색,경기,SUV,1598,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,47,3,0,0,0,-1,486.0,11.0
41344101,현대,현대,제네시스 DH,G330 모던,,제네시스 DH G330 모던,999,6.907755278982137,2016,10,140068,11.84989043732011,가솔린,오토,흰색,서울,대형차,3342,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,43,1,0,0,0,-1,18.0,0.0
41439966,현대,현대,그랜저 HG,LPG HG300 모던,,그랜저 HG LPG HG300 모던,480,6.175867270105761,2017,9,205088,12.231199310247751,LPG(일반인 구입),오토,검정색,서울,대형차,2999,5.0,0.0,0.0,,,,,1.0,,,,,,,1.0,36,0,0,1,0,-1,993.0,24.0
